主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
795,10kV,10kV创13备用线,创13开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创13加热器故障,创13加热器故障
796,10kV,10kV创13备用线,创13开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创13带电显示器故障,创13带电显示器故障
797,10kV,10kV创13备用线,创13开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创13控制回路断线,创13控制回路断线
798,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13过流I段动作,创13过流I段动作
799,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13过流II段动作（速断）,创13过流II段动作（速断）
800,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13过流III段动作（过流）,创13过流III段动作（过流）
801,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13零序I段动作,创13零序I段动作
802,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13零序II段动作,创13零序II段动作
803,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13零序III段动作,创13零序III段动作
804,10kV,10kV创13备用线,创13线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创13重合闸动作,创13重合闸动作
805,10kV,10kV创13备用线,创13线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创13测保装置就地控制,创13测保装置就地控制
806,10kV,10kV创13备用线,创13线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创13测保装置通信中断,创13测保装置通信中断
807,10kV,10kV创13备用线,创13线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创13测保装置故障,创13测保装置故障
808,10kV,10kV创13备用线,创13线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创13测保装置异常,创13测保装置异常
809,10kV,10kV创13备用线,创13线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创13停用重合闸软压板投入,创13停用重合闸软压板投入
810,10kV,10kV创13备用线,创13线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创13重合闸充电完成,创13重合闸充电完成
811,10kV,10kV创13备用线,创13线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创13测保装置检修压板投入,创13测保装置检修压板投入
812,10kV,10kV创13备用线,创13线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创13测保装置收低周GOOSE链路中断,创13测保装置收低周GOOSE链路中断
813,10kV,10kV创14备用线,创14间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14间隔事故总,创14间隔事故总
814,10kV,10kV创14备用线,创14开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创14,创14
815,10kV,10kV创14备用线,创14-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创14-27,创14-27
816,10kV,10kV创14备用线,创14开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创14开关手车工作位置,创14开关手车工作位置
817,10kV,10kV创14备用线,创14开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创14开关机构弹簧未储能,创14开关机构弹簧未储能
818,10kV,10kV创14备用线,创14开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创14开关机构储能电机故障,创14开关机构储能电机故障
819,10kV,10kV创14备用线,创14开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创14加热器故障,创14加热器故障
820,10kV,10kV创14备用线,创14开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创14带电显示器故障,创14带电显示器故障
821,10kV,10kV创14备用线,创14开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创14控制回路断线,创14控制回路断线
822,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14过流I段动作,创14过流I段动作
823,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14过流II段动作（速断）,创14过流II段动作（速断）
824,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14过流III段动作（过流）,创14过流III段动作（过流）
825,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14零序I段动作,创14零序I段动作
826,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14零序II段动作,创14零序II段动作
827,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14零序III段动作,创14零序III段动作
828,10kV,10kV创14备用线,创14线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创14重合闸动作,创14重合闸动作
829,10kV,10kV创14备用线,创14线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创14测保装置就地控制,创14测保装置就地控制
830,10kV,10kV创14备用线,创14线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创14测保装置通信中断,创14测保装置通信中断
831,10kV,10kV创14备用线,创14线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创14测保装置故障,创14测保装置故障
832,10kV,10kV创14备用线,创14线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创14测保装置异常,创14测保装置异常
833,10kV,10kV创14备用线,创14线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创14停用重合闸软压板投入,创14停用重合闸软压板投入
834,10kV,10kV创14备用线,创14线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创14重合闸充电完成,创14重合闸充电完成
835,10kV,10kV创14备用线,创14线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创14测保装置检修压板投入,创14测保装置检修压板投入
836,10kV,10kV创14备用线,创14线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创14测保装置收低周GOOSE链路中断,创14测保装置收低周GOOSE链路中断
837,10kV,10kV创15备用线,创15间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15间隔事故总,创15间隔事故总
838,10kV,10kV创15备用线,创15开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创15,创15
839,10kV,10kV创15备用线,创15-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创15-27,创15-27
840,10kV,10kV创15备用线,创15开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创15开关手车工作位置,创15开关手车工作位置
841,10kV,10kV创15备用线,创15开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创15开关机构弹簧未储能,创15开关机构弹簧未储能
842,10kV,10kV创15备用线,创15开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创15开关机构储能电机故障,创15开关机构储能电机故障
843,10kV,10kV创15备用线,创15开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创15加热器故障,创15加热器故障
844,10kV,10kV创15备用线,创15开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创15带电显示器故障,创15带电显示器故障
845,10kV,10kV创15备用线,创15开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创15控制回路断线,创15控制回路断线
846,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15过流I段动作,创15过流I段动作
847,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15过流II段动作（速断）,创15过流II段动作（速断）
848,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15过流III段动作（过流）,创15过流III段动作（过流）
849,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15零序I段动作,创15零序I段动作
850,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15零序II段动作,创15零序II段动作
851,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15零序III段动作,创15零序III段动作
852,10kV,10kV创15备用线,创15线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创15重合闸动作,创15重合闸动作
853,10kV,10kV创15备用线,创15线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创15测保装置就地控制,创15测保装置就地控制
854,10kV,10kV创15备用线,创15线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创15测保装置通信中断,创15测保装置通信中断
855,10kV,10kV创15备用线,创15线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创15测保装置故障,创15测保装置故障
856,10kV,10kV创15备用线,创15线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创15测保装置异常,创15测保装置异常
857,10kV,10kV创15备用线,创15线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创15停用重合闸软压板投入,创15停用重合闸软压板投入
858,10kV,10kV创15备用线,创15线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创15重合闸充电完成,创15重合闸充电完成
859,10kV,10kV创15备用线,创15线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创15测保装置检修压板投入,创15测保装置检修压板投入
860,10kV,10kV创15备用线,创15线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创15测保装置收低周GOOSE链路中断,创15测保装置收低周GOOSE链路中断
861,10kV,10kV创16备用线,创16间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16间隔事故总,创16间隔事故总
862,10kV,10kV创16备用线,创16开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创16,创16
863,10kV,10kV创16备用线,创16-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创16-27,创16-27
864,10kV,10kV创16备用线,创16开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创16开关手车工作位置,创16开关手车工作位置
865,10kV,10kV创16备用线,创16开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创16开关机构弹簧未储能,创16开关机构弹簧未储能
866,10kV,10kV创16备用线,创16开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创16开关机构储能电机故障,创16开关机构储能电机故障
867,10kV,10kV创16备用线,创16开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创16加热器故障,创16加热器故障
868,10kV,10kV创16备用线,创16开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创16带电显示器故障,创16带电显示器故障
869,10kV,10kV创16备用线,创16开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创16控制回路断线,创16控制回路断线
870,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16过流I段动作,创16过流I段动作
871,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16过流II段动作（速断）,创16过流II段动作（速断）
872,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16过流III段动作（过流）,创16过流III段动作（过流）
873,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16零序I段动作,创16零序I段动作
874,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16零序II段动作,创16零序II段动作
875,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16零序III段动作,创16零序III段动作
876,10kV,10kV创16备用线,创16线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创16重合闸动作,创16重合闸动作
877,10kV,10kV创16备用线,创16线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创16测保装置就地控制,创16测保装置就地控制
878,10kV,10kV创16备用线,创16线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创16测保装置通信中断,创16测保装置通信中断
879,10kV,10kV创16备用线,创16线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创16测保装置故障,创16测保装置故障
880,10kV,10kV创16备用线,创16线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创16测保装置异常,创16测保装置异常
881,10kV,10kV创16备用线,创16线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创16停用重合闸软压板投入,创16停用重合闸软压板投入
882,10kV,10kV创16备用线,创16线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创16重合闸充电完成,创16重合闸充电完成
883,10kV,10kV创16备用线,创16线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创16测保装置检修压板投入,创16测保装置检修压板投入
884,10kV,10kV创16备用线,创16线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创16测保装置收低周GOOSE链路中断,创16测保装置收低周GOOSE链路中断
885,10kV,10kV数据二线,创17间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17间隔事故总,创17间隔事故总
886,10kV,10kV数据二线,创17开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创17,创17
887,10kV,10kV数据二线,创17-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创17-27,创17-27
888,10kV,10kV数据二线,创17开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创17开关手车工作位置,创17开关手车工作位置
889,10kV,10kV数据二线,创17开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创17开关机构弹簧未储能,创17开关机构弹簧未储能
890,10kV,10kV数据二线,创17开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创17开关机构储能电机故障,创17开关机构储能电机故障
891,10kV,10kV数据二线,创17开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创17加热器故障,创17加热器故障
892,10kV,10kV数据二线,创17开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创17带电显示器故障,创17带电显示器故障
893,10kV,10kV数据二线,创17开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创17控制回路断线,创17控制回路断线
894,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17过流I段动作,创17过流I段动作
895,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17过流II段动作（速断）,创17过流II段动作（速断）
896,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17过流III段动作（过流）,创17过流III段动作（过流）
897,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17零序I段动作,创17零序I段动作
898,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17零序II段动作,创17零序II段动作
899,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17零序III段动作,创17零序III段动作
900,10kV,10kV数据二线,创17线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创17重合闸动作,创17重合闸动作
901,10kV,10kV数据二线,创17线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创17测保装置就地控制,创17测保装置就地控制
902,10kV,10kV数据二线,创17线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创17测保装置通信中断,创17测保装置通信中断
903,10kV,10kV数据二线,创17线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创17测保装置故障,创17测保装置故障
904,10kV,10kV数据二线,创17线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创17测保装置异常,创17测保装置异常
905,10kV,10kV数据二线,创17线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创17停用重合闸软压板投入,创17停用重合闸软压板投入
906,10kV,10kV数据二线,创17线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创17重合闸充电完成,创17重合闸充电完成
907,10kV,10kV数据二线,创17线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创17测保装置检修压板投入,创17测保装置检修压板投入
908,10kV,10kV数据二线,创17线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创17测保装置收低周GOOSE链路中断,创17测保装置收低周GOOSE链路中断
909,10kV,10kV数据一线,创18间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18间隔事故总,创18间隔事故总
910,10kV,10kV数据一线,创18开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创18,创18
911,10kV,10kV数据一线,创18-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创18-27,创18-27
912,10kV,10kV数据一线,创18开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创18开关手车工作位置,创18开关手车工作位置
913,10kV,10kV数据一线,创18开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创18开关机构弹簧未储能,创18开关机构弹簧未储能
914,10kV,10kV数据一线,创18开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创18开关机构储能电机故障,创18开关机构储能电机故障
915,10kV,10kV数据一线,创18开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创18加热器故障,创18加热器故障
916,10kV,10kV数据一线,创18开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创18带电显示器故障,创18带电显示器故障
917,10kV,10kV数据一线,创18开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创18控制回路断线,创18控制回路断线
918,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18过流I段动作,创18过流I段动作
919,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18过流II段动作（速断）,创18过流II段动作（速断）
920,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18过流III段动作（过流）,创18过流III段动作（过流）
921,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18零序I段动作,创18零序I段动作
922,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18零序II段动作,创18零序II段动作
923,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18零序III段动作,创18零序III段动作
924,10kV,10kV数据一线,创18线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创18重合闸动作,创18重合闸动作
925,10kV,10kV数据一线,创18线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创18测保装置就地控制,创18测保装置就地控制
926,10kV,10kV数据一线,创18线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创18测保装置通信中断,创18测保装置通信中断
927,10kV,10kV数据一线,创18线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创18测保装置故障,创18测保装置故障
928,10kV,10kV数据一线,创18线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创18测保装置异常,创18测保装置异常
929,10kV,10kV数据一线,创18线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创18停用重合闸软压板投入,创18停用重合闸软压板投入
930,10kV,10kV数据一线,创18线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创18重合闸充电完成,创18重合闸充电完成
931,10kV,10kV数据一线,创18线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创18测保装置检修压板投入,创18测保装置检修压板投入
932,10kV,10kV数据一线,创18线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创18测保装置收低周GOOSE链路中断,创18测保装置收低周GOOSE链路中断
933,10kV,10kV首创线,创19间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19间隔事故总,创19间隔事故总
934,10kV,10kV首创线,创19开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创19,创19
935,10kV,10kV首创线,创19-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创19-27,创19-27
936,10kV,10kV首创线,创19开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创19开关手车工作位置,创19开关手车工作位置
937,10kV,10kV首创线,创19开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创19开关机构弹簧未储能,创19开关机构弹簧未储能
938,10kV,10kV首创线,创19开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创19开关机构储能电机故障,创19开关机构储能电机故障
939,10kV,10kV首创线,创19开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创19加热器故障,创19加热器故障
940,10kV,10kV首创线,创19开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创19带电显示器故障,创19带电显示器故障
941,10kV,10kV首创线,创19开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创19控制回路断线,创19控制回路断线
942,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19过流I段动作,创19过流I段动作
943,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19过流II段动作（速断）,创19过流II段动作（速断）
944,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19过流III段动作（过流）,创19过流III段动作（过流）
945,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19零序I段动作,创19零序I段动作
946,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19零序II段动作,创19零序II段动作
947,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19零序III段动作,创19零序III段动作
948,10kV,10kV首创线,创19线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创19重合闸动作,创19重合闸动作
949,10kV,10kV首创线,创19线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创19测保装置就地控制,创19测保装置就地控制
950,10kV,10kV首创线,创19线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创19测保装置通信中断,创19测保装置通信中断
951,10kV,10kV首创线,创19线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创19测保装置故障,创19测保装置故障
952,10kV,10kV首创线,创19线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创19测保装置异常,创19测保装置异常
953,10kV,10kV首创线,创19线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创19停用重合闸软压板投入,创19停用重合闸软压板投入
954,10kV,10kV首创线,创19线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创19重合闸充电完成,创19重合闸充电完成
955,10kV,10kV首创线,创19线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创19测保装置检修压板投入,创19测保装置检修压板投入
956,10kV,10kV首创线,创19线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创19测保装置收低周GOOSE链路中断,创19测保装置收低周GOOSE链路中断
957,10kV,10kV创1甲备用线,创1甲间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲间隔事故总,创1甲间隔事故总
958,10kV,10kV创1甲备用线,创1甲开关,交流开关,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创1甲,创1甲
959,10kV,10kV创1甲备用线,创1甲-27接地刀闸,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,创1甲-27,创1甲-27
960,10kV,10kV创1甲备用线,创1甲开关手车,交流刀闸,告知,,位置遥信,PSCADA拉出/推入,一般遥信,否,创1甲开关手车工作位置,创1甲开关手车工作位置
961,10kV,10kV创1甲备用线,创1甲开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,创1甲开关机构弹簧未储能,创1甲开关机构弹簧未储能
962,10kV,10kV创1甲备用线,创1甲开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创1甲开关机构储能电机故障,创1甲开关机构储能电机故障
963,10kV,10kV创1甲备用线,创1甲开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创1甲加热器故障,创1甲加热器故障
964,10kV,10kV创1甲备用线,创1甲开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,创1甲带电显示器故障,创1甲带电显示器故障
965,10kV,10kV创1甲备用线,创1甲开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,创1甲控制回路断线,创1甲控制回路断线
966,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲过流I段动作,创1甲过流I段动作
967,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲过流II段动作（速断）,创1甲过流II段动作（速断）
968,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲过流III段动作（过流）,创1甲过流III段动作（过流）
969,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲零序I段动作,创1甲零序I段动作
970,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲零序II段动作,创1甲零序II段动作
971,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲零序III段动作,创1甲零序III段动作
972,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1甲重合闸动作,创1甲重合闸动作
973,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,变位,,,PSCADA远方/就地,一般遥信,否,创1甲测保装置就地控制,创1甲测保装置就地控制
974,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,创1甲测保装置通信中断,创1甲测保装置通信中断
975,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,创1甲测保装置故障,创1甲测保装置故障
976,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创1甲测保装置异常,创1甲测保装置异常
977,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,变位,,,PSCADA退出/投入,软压板,否,创1甲停用重合闸软压板投入,创1甲停用重合闸软压板投入
978,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,变位,,,PSCADA放电/已充电,一般遥信,否,创1甲重合闸充电完成,创1甲重合闸充电完成
979,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,创1甲测保装置检修压板投入,创1甲测保装置检修压板投入
980,10kV,10kV创1甲备用线,创1甲线路保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,创1甲测保装置收低周GOOSE链路中断,创1甲测保装置收低周GOOSE链路中断
981,10kV,10kV创1乙备用线,创1乙间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,创1乙间隔事故总,创1乙间隔事故总
