主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
1,110kV,公用间隔,全站事故总,二次设备,变位,,,PSCADA复归/动作,一般遥信,否,全站总复归,全站总复归
2,110kV,公用间隔,全站事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,否,全站事故总,全站事故总
3,110kV,1号主变公用,1-7中性点地刀,接地刀闸,变位,,位置遥信,PSCADA分位/合位,一般遥信,否,1-7,1-7
4,110kV,1号主变公用,1-7刀闸机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,1-7刀闸机构就地控制,1-7刀闸机构就地控制
5,110kV,1号主变公用,1-7刀闸机构,辅助设备,变位,,,PSCADA远方/就地,一般遥信,否,1-7本体智能终端就地控制,1-7本体智能终端就地控制
6,110kV,1号主变公用,1-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,1-7刀闸电机电源消失,1-7刀闸电机电源消失
7,110kV,1号主变公用,1-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,1-7刀闸控制电源消失,1-7刀闸控制电源消失
8,110kV,1号主变公用,1-7刀闸机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,1-7刀闸机构加热器故障,1-7刀闸机构加热器故障
9,110kV,1号主变公用,1号主变机构,辅助设备,事故,,,PSCADA复归/动作,主设备故障告警,是,1#主变本体重瓦斯跳闸,1#主变本体重瓦斯跳闸
10,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体轻瓦斯告警,1#主变本体轻瓦斯告警
11,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体压力释放告警,1#主变本体压力释放告警
12,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体油温高告警,1#主变本体油温高告警
13,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变本体油位异常,1#主变本体油位异常
14,110kV,1号主变公用,1号主变机构,辅助设备,事故,,,PSCADA复归/动作,主设备故障告警,是,1#主变有载重瓦斯跳闸,1#主变有载重瓦斯跳闸
15,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载轻瓦斯告警,1#主变有载轻瓦斯告警
16,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载压力释放告警,1#主变有载压力释放告警
17,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载油位异常,1#主变有载油位异常
18,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变过载闭锁有载调压,1#主变过载闭锁有载调压
19,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备故障告警,是,1#主变有载调压电源消失,1#主变有载调压电源消失
20,110kV,1号主变公用,1号主变机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,1#主变有载调压调档异常,1#主变有载调压调档异常
21,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变本体智能终端兼非电量保护装置故障,1#主变本体智能终端兼非电量保护装置故障
22,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体智能终端兼非电量保护装置异常,1#主变本体智能终端兼非电量保护装置异常
23,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体智能终端兼非电量保护对时异常,1#主变本体智能终端兼非电量保护对时异常
24,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变本体智能终端兼非电量保护检修压板投入,1#主变本体智能终端兼非电量保护检修压板投入
25,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体智能终端兼非电量保护GOOSE总告警,1#主变本体智能终端兼非电量保护GOOSE总告警
26,110kV,1号主变公用,1号主变本体智能终端,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体智能终端兼非电量保护检修不一致,1#主变本体智能终端兼非电量保护检修不一致
27,110kV,1号主变公用,1号主变本体合并单元A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变中性点合并单元A故障,1#主变中性点合并单元A故障
28,110kV,1号主变公用,1号主变本体合并单元A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变中性点合并单元A异常,1#主变中性点合并单元A异常
29,110kV,1号主变公用,1号主变本体合并单元A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变中性点合并单元A对时异常,1#主变中性点合并单元A对时异常
30,110kV,1号主变公用,1号主变本体合并单元A,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变中性点合并单元A检修压板投入,1#主变中性点合并单元A检修压板投入
31,110kV,1号主变公用,1号主变本体合并单元B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变中性点合并单元B故障,1#主变中性点合并单元B故障
32,110kV,1号主变公用,1号主变本体合并单元B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变中性点合并单元B异常,1#主变中性点合并单元B异常
33,110kV,1号主变公用,1号主变本体合并单元B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变中性点合并单元B对时异常,1#主变中性点合并单元B对时异常
34,110kV,1号主变公用,1号主变本体合并单元B,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变中性点合并单元B检修压板投入,1#主变中性点合并单元B检修压板投入
35,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变本体测控装置故障,1#主变本体测控装置故障
36,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体测控装置异常,1#主变本体测控装置异常
37,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体测控装置GOOSE总告警,1#主变本体测控装置GOOSE总告警
38,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,1#主变本体测控装置通信中断,1#主变本体测控装置通信中断
39,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变本体测控装置对时异常,1#主变本体测控装置对时异常
40,110kV,1号主变公用,1号主变本体测控,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变本体测控装置检修压板投入,1#主变本体测控装置检修压板投入
41,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变保护APCS978装置故障,1#主变保护APCS978装置故障
42,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978装置异常,1#主变保护APCS978装置异常
43,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978SV总告警,1#主变保护APCS978SV总告警
44,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,1#主变保护APCS978通信中断,1#主变保护APCS978通信中断
45,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978对时异常,1#主变保护APCS978对时异常
46,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978检修不一致,1#主变保护APCS978检修不一致
47,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变保护APCS978检修压板投入,1#主变保护APCS978检修压板投入
48,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978保护动作,1#主变保护APCS978保护动作
49,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978纵差保护动作,1#主变保护APCS978纵差保护动作
50,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978差动速断保护动作,1#主变保护APCS978差动速断保护动作
51,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流I段1时限动作,1#主变保护APCS978高复压过流I段1时限动作
52,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流I段2时限动作,1#主变保护APCS978高复压过流I段2时限动作
53,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流I段3时限动作,1#主变保护APCS978高复压过流I段3时限动作
54,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流II段1时限动作,1#主变保护APCS978高复压过流II段1时限动作
55,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流II段2时限动作,1#主变保护APCS978高复压过流II段2时限动作
56,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流II段3时限动作,1#主变保护APCS978高复压过流II段3时限动作
57,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流III段1时限动作（过流）,1#主变保护APCS978高复压过流III段1时限动作（过流）
58,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高复压过流III段2时限动作,1#主变保护APCS978高复压过流III段2时限动作
59,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流I段1时限动作,1#主变保护APCS978高零序过流I段1时限动作
60,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流I段2时限动作,1#主变保护APCS978高零序过流I段2时限动作
61,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流I段3时限动作,1#主变保护APCS978高零序过流I段3时限动作
62,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流II段1时限动作,1#主变保护APCS978高零序过流II段1时限动作
63,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流II段2时限动作,1#主变保护APCS978高零序过流II段2时限动作
64,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流II段3时限动作,1#主变保护APCS978高零序过流II段3时限动作
65,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流III段1时限动作,1#主变保护APCS978高零序过流III段1时限动作
66,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过流III段2时限动作,1#主变保护APCS978高零序过流III段2时限动作
67,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高间隙过流1时限动作,1#主变保护APCS978高间隙过流1时限动作
68,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高间隙过流2时限动作,1#主变保护APCS978高间隙过流2时限动作
69,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过压1时限动作,1#主变保护APCS978高零序过压1时限动作
70,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978高零序过压2时限动作,1#主变保护APCS978高零序过压2时限动作
71,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流I段1时限动作,1#主变保护APCS978低复压过流I段1时限动作
72,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流I段2时限动作,1#主变保护APCS978低复压过流I段2时限动作
73,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流I段3时限动作,1#主变保护APCS978低复压过流I段3时限动作
74,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流II段1时限动作(速断),1#主变保护APCS978低复压过流II段1时限动作(速断)
75,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流II段2时限动作(速断),1#主变保护APCS978低复压过流II段2时限动作(速断)
76,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流II段3时限动作,1#主变保护APCS978低复压过流II段3时限动作
77,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流III段1时限动作（过流）,1#主变保护APCS978低复压过流III段1时限动作（过流）
78,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低复压过流III段2时限动作,1#主变保护APCS978低复压过流III段2时限动作
79,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低零序过流1时限动作,1#主变保护APCS978低零序过流1时限动作
80,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低零序过流2时限动作,1#主变保护APCS978低零序过流2时限动作
81,110kV,1号主变公用,1号主变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护APCS978低零序过流3时限动作,1#主变保护APCS978低零序过流3时限动作
82,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978高压侧过负荷,1#主变保护APCS978高压侧过负荷
83,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978低压侧过负荷,1#主变保护APCS978低压侧过负荷
84,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978高压侧PT断线,1#主变保护APCS978高压侧PT断线
85,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978低压侧PT断线,1#主变保护APCS978低压侧PT断线
86,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978高压侧CT断线,1#主变保护APCS978高压侧CT断线
87,110kV,1号主变公用,1号主变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护APCS978低压侧CT断线,1#主变保护APCS978低压侧CT断线
88,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#接地变保护APCS9621装置故障,1#接地变保护APCS9621装置故障
89,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护APCS9621装置异常,1#接地变保护APCS9621装置异常
90,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护APCS9621SV总告警,1#接地变保护APCS9621SV总告警
91,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,1#接地变保护APCS9621通信中断,1#接地变保护APCS9621通信中断
92,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护APCS9621对时异常,1#接地变保护APCS9621对时异常
93,110kV,1号主变公用,1号主变接地变保护A,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#接地变保护APCS9621检修压板投入,1#接地变保护APCS9621检修压板投入
94,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621保护动作,1#接地变保护APCS9621保护动作
95,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621过流I段动作（速断）,1#接地变保护APCS9621过流I段动作（速断）
96,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621过流II段动作（过流）,1#接地变保护APCS9621过流II段动作（过流）
97,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621过流III段动作,1#接地变保护APCS9621过流III段动作
98,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621零流过流I段动作,1#接地变保护APCS9621零流过流I段动作
99,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621零流过流II段动作,1#接地变保护APCS9621零流过流II段动作
100,110kV,1号主变公用,1号主变接地变保护A,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#接地变保护APCS9621零流过流III段动作,1#接地变保护APCS9621零流过流III段动作
101,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#主变保护BPCS978装置故障,1#主变保护BPCS978装置故障
102,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978装置异常,1#主变保护BPCS978装置异常
103,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978SV总告警,1#主变保护BPCS978SV总告警
104,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,1#主变保护BPCS978通信中断,1#主变保护BPCS978通信中断
105,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978对时异常,1#主变保护BPCS978对时异常
106,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978检修不一致,1#主变保护BPCS978检修不一致
107,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#主变保护BPCS978检修压板投入,1#主变保护BPCS978检修压板投入
108,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978保护动作,1#主变保护BPCS978保护动作
109,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978纵差保护动作,1#主变保护BPCS978纵差保护动作
110,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978差动速断保护动作,1#主变保护BPCS978差动速断保护动作
111,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流I段1时限动作,1#主变保护BPCS978高复压过流I段1时限动作
112,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流I段2时限动作,1#主变保护BPCS978高复压过流I段2时限动作
113,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流I段3时限动作,1#主变保护BPCS978高复压过流I段3时限动作
114,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流II段1时限动作,1#主变保护BPCS978高复压过流II段1时限动作
115,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流II段2时限动作,1#主变保护BPCS978高复压过流II段2时限动作
116,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流II段3时限动作,1#主变保护BPCS978高复压过流II段3时限动作
117,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流III段1时限动作（过流）,1#主变保护BPCS978高复压过流III段1时限动作（过流）
118,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高复压过流III段2时限动作,1#主变保护BPCS978高复压过流III段2时限动作
119,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流I段1时限动作,1#主变保护BPCS978高零序过流I段1时限动作
120,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流I段2时限动作,1#主变保护BPCS978高零序过流I段2时限动作
121,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流I段3时限动作,1#主变保护BPCS978高零序过流I段3时限动作
122,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流II段1时限动作,1#主变保护BPCS978高零序过流II段1时限动作
123,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流II段2时限动作,1#主变保护BPCS978高零序过流II段2时限动作
124,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流II段3时限动作,1#主变保护BPCS978高零序过流II段3时限动作
125,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流III段1时限动作,1#主变保护BPCS978高零序过流III段1时限动作
126,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过流III段2时限动作,1#主变保护BPCS978高零序过流III段2时限动作
127,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高间隙过流1时限动作,1#主变保护BPCS978高间隙过流1时限动作
128,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高间隙过流2时限动作,1#主变保护BPCS978高间隙过流2时限动作
129,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过压1时限动作,1#主变保护BPCS978高零序过压1时限动作
130,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978高零序过压2时限动作,1#主变保护BPCS978高零序过压2时限动作
131,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流I段1时限动作,1#主变保护BPCS978低复压过流I段1时限动作
132,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流I段2时限动作,1#主变保护BPCS978低复压过流I段2时限动作
133,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流I段3时限动作,1#主变保护BPCS978低复压过流I段3时限动作
134,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流II段1时限动作（速断）,1#主变保护BPCS978低复压过流II段1时限动作（速断）
135,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流II段2时限动作（速断）,1#主变保护BPCS978低复压过流II段2时限动作（速断）
136,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流II段3时限动作,1#主变保护BPCS978低复压过流II段3时限动作
137,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流III段1时限动作（过流）,1#主变保护BPCS978低复压过流III段1时限动作（过流）
138,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低复压过流III段2时限动作,1#主变保护BPCS978低复压过流III段2时限动作
139,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低零序过流1时限动作,1#主变保护BPCS978低零序过流1时限动作
140,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低零序过流2时限动作,1#主变保护BPCS978低零序过流2时限动作
141,110kV,1号主变公用,1号主变保护B,二次设备,事故,,,PSCADA复归/动作,保护事件,是,1#主变保护BPCS978低零序过流3时限动作,1#主变保护BPCS978低零序过流3时限动作
142,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978高压侧过负荷,1#主变保护BPCS978高压侧过负荷
143,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978低压侧过负荷,1#主变保护BPCS978低压侧过负荷
144,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978高压侧PT断线,1#主变保护BPCS978高压侧PT断线
145,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978低压侧PT断线,1#主变保护BPCS978低压侧PT断线
146,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978高压侧CT断线,1#主变保护BPCS978高压侧CT断线
147,110kV,1号主变公用,1号主变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#主变保护BPCS978低压侧CT断线,1#主变保护BPCS978低压侧CT断线
148,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,1#接地变保护BPCS9621装置故障,1#接地变保护BPCS9621装置故障
149,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护BPCS9621装置异常,1#接地变保护BPCS9621装置异常
150,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护BPCS9621SV总告警,1#接地变保护BPCS9621SV总告警
151,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,否,1#接地变保护BPCS9621通信中断,1#接地变保护BPCS9621通信中断
152,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,1#接地变保护BPCS9621对时异常,1#接地变保护BPCS9621对时异常
153,110kV,1号主变公用,1号主变接地变保护B,二次设备,异常,,,PSCADA退出/投入,一般遥信,否,1#接地变保护BPCS9621检修压板投入,1#接地变保护BPCS9621检修压板投入
