主站点号,电压等级,间隔名称,设备名称,设备大类,信息分类,告警分级,量测类型,动作量词,信号类型,是否上光字牌,主站端描述（合并信息填母点描述）,厂站端描述
2536,10kV,10kV44母线,44母线测控,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,测控装置通信中断,测控装置通信中断
2537,10kV,10kV44母线,44母线测控,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,测控装置故障,测控装置故障
2538,10kV,10kV44母线,44母线测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,测控装置异常,测控装置异常
2539,10kV,10kV44母线,44母线测控,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,测控装置对时异常,测控装置对时异常
2540,10kV,10kV44母线,44母线测控,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,测控装置检修压板投入,测控装置检修压板投入
2541,10kV,10kV2441分段,2441间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,间隔事故总,间隔事故总
2542,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关机构储能电机空开失电,开关机构储能电机空开失电
2543,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,开关机构弹簧未储能,开关机构弹簧未储能
2544,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关机构交流空开失电,开关机构交流空开失电
2545,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关控制回路断线,开关控制回路断线
2546,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关柜直流空开失电,开关柜直流空开失电
2547,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关电动手车故障,开关电动手车故障
2548,10kV,10kV2441分段,2441开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,电动操作远方控制,电动操作远方控制
2549,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2441-42电动手车控制器故障,2441-42电动手车控制器故障
2550,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2441-42直流空开失电告警,2441-42直流空开失电告警
2551,10kV,10kV2441分段,2441开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2441-42交流空开失电告警,2441-42交流空开失电告警
2552,10kV,10kV2441分段,2441开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2441-42电动远方操作控制,2441-42电动远方操作控制
2553,10kV,10kV2441分段,2441备自投保护,二次设备,变位,,,PSCADA退出/投入,软压板,是,备自投ESP-3125A软压板投入,备自投ESP-3125A软压板投入
2554,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA放电/已充电,二次设备异常告警,是,备自投ESP-3125A充电完成,备自投ESP-3125A充电完成
2555,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,备自投ESP-3125A装置故障,备自投ESP-3125A装置故障
2556,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125A装置异常,备自投ESP-3125A装置异常
2557,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,备自投ESP-3125A通信中断,备自投ESP-3125A通信中断
2558,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125ASV总告警,备自投ESP-3125ASV总告警
2559,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125AGOOSE总告警,备自投ESP-3125AGOOSE总告警
2560,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125A对时异常,备自投ESP-3125A对时异常
2561,10kV,10kV2441分段,2441备自投保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,备自投ESP-3125A检修压板投入,备自投ESP-3125A检修压板投入
2562,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441-10kV41母线PT断线,2441-10kV41母线PT断线
2563,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441-10kV42母线PT断线,2441-10kV42母线PT断线
2564,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441分段保护ESP-3123A充电过流保护动作,2441分段保护ESP-3123A充电过流保护动作
2565,10kV,10kV2441分段,2441分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441分段保护ESP-3123A充电零序保护动作,2441分段保护ESP-3123A充电零序保护动作
2566,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2441分段保护ESP-3123A装置故障,2441分段保护ESP-3123A装置故障
2567,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123A装置异常,2441分段保护ESP-3123A装置异常
2568,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,2441分段保护ESP-3123A装置通信中断,2441分段保护ESP-3123A装置通信中断
2569,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123ACT断线,2441分段保护ESP-3123ACT断线
2570,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123ASV总告警,2441分段保护ESP-3123ASV总告警
2571,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123AGOOSE总告警,2441分段保护ESP-3123AGOOSE总告警
2572,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123A对时异常,2441分段保护ESP-3123A对时异常
2573,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2441分段保护ESP-3123A检修不一致,2441分段保护ESP-3123A检修不一致
2574,10kV,10kV2441分段,2441分段保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,2441分段保护ESP-3123A检修压板投入,2441分段保护ESP-3123A检修压板投入
2575,10kV,10kV2441分段,2441备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投动作,2441备自投动作
2576,10kV,10kV2441分段,2441备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投动作跳201,2441备自投动作跳201
2577,10kV,10kV2441分段,2441备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投动作跳2021,2441备自投动作跳2021
2578,10kV,10kV2441分段,2441备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2441备自投动作合2441,2441备自投动作合2441
2579,10kV,10kV2442分段,2442间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,间隔事故总,间隔事故总
2580,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关机构储能电机空开失电,开关机构储能电机空开失电
2581,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,开关机构弹簧未储能,开关机构弹簧未储能
2582,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关机构交流空开失电,开关机构交流空开失电
2583,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关控制回路断线,开关控制回路断线
2584,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关柜直流空开失电,开关柜直流空开失电
2585,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,开关电动手车故障,开关电动手车故障
2586,10kV,10kV2442分段,2442开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,电动操作远方控制,电动操作远方控制
2587,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2442-43电动手车控制器故障,2442-43电动手车控制器故障
2588,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2442-43直流空开失电告警,2442-43直流空开失电告警
2589,10kV,10kV2442分段,2442开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2442-43交流空开失电告警,2442-43交流空开失电告警
2590,10kV,10kV2442分段,2442开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2442-43电动远方操作控制,2442-43电动远方操作控制
2591,10kV,10kV2442分段,2442备自投保护,二次设备,变位,,,PSCADA退出/投入,软压板,是,备自投ESP-3125A软压板投入,备自投ESP-3125A软压板投入
2592,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA放电/已充电,二次设备异常告警,是,备自投ESP-3125A充电完成,备自投ESP-3125A充电完成
2593,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,备自投ESP-3125A装置故障,备自投ESP-3125A装置故障
2594,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125A装置异常,备自投ESP-3125A装置异常
2595,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,备自投ESP-3125A通信中断,备自投ESP-3125A通信中断
2596,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125ASV总告警,备自投ESP-3125ASV总告警
2597,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125AGOOSE总告警,备自投ESP-3125AGOOSE总告警
2598,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,备自投ESP-3125A对时异常,备自投ESP-3125A对时异常
2599,10kV,10kV2442分段,2442备自投保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,备自投ESP-3125A检修压板投入,备自投ESP-3125A检修压板投入
2600,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442-10kV43母线PT断线,2442-10kV43母线PT断线
2601,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442-10kV44母线PT断线,2442-10kV44母线PT断线
2602,10kV,10kV2442分段,2442分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442分段保护ESP-3123A充电过流保护动作,2442分段保护ESP-3123A充电过流保护动作
2603,10kV,10kV2442分段,2442分段保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442分段保护ESP-3123A充电零序保护动作,2442分段保护ESP-3123A充电零序保护动作
2604,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2442分段保护ESP-3123A装置故障,2442分段保护ESP-3123A装置故障
2605,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123A装置异常,2442分段保护ESP-3123A装置异常
2606,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,2442分段保护ESP-3123A装置通信中断,2442分段保护ESP-3123A装置通信中断
2607,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123ACT断线,2442分段保护ESP-3123ACT断线
2608,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123ASV总告警,2442分段保护ESP-3123ASV总告警
2609,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123AGOOSE总告警,2442分段保护ESP-3123AGOOSE总告警
2610,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123A对时异常,2442分段保护ESP-3123A对时异常
2611,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2442分段保护ESP-3123A检修不一致,2442分段保护ESP-3123A检修不一致
2612,10kV,10kV2442分段,2442分段保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,2442分段保护ESP-3123A检修压板投入,2442分段保护ESP-3123A检修压板投入
2613,10kV,10kV2442分段,2442备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442备自投动作,2442备自投动作
2614,10kV,10kV2442分段,2442备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442备自投动作跳203,2442备自投动作跳203
2615,10kV,10kV2442分段,2442备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442备自投动作跳2022,2442备自投动作跳2022
2616,10kV,10kV2442分段,2442备自投保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2442备自投动作合2442,2442备自投动作合2442
2617,10kV,10kV2061电容器,2061间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061间隔事故总,2061间隔事故总
2618,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061开关机构储能电机空开失电,2061开关机构储能电机空开失电
2619,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2061开关机构弹簧未储能,2061开关机构弹簧未储能
2620,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061开关机构交流空开失电,2061开关机构交流空开失电
2621,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061开关控制回路断线,2061开关控制回路断线
2622,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061开关机构电动手车故障,2061开关机构电动手车故障
2623,10kV,10kV2061电容器,2061开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2061开关机构直流空开失电,2061开关机构直流空开失电
2624,10kV,10kV2061电容器,2061开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2061电动操作远方控制,2061电动操作远方控制
2625,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A过流Ⅰ段保护动作,2061电容器测保ESP-3161A过流Ⅰ段保护动作
2626,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A过流Ⅱ段保护动作,2061电容器测保ESP-3161A过流Ⅱ段保护动作
2627,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A零流I段动作,2061电容器测保ESP-3161A零流I段动作
2628,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A过压保护动作,2061电容器测保ESP-3161A过压保护动作
2629,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A欠压保护动作,2061电容器测保ESP-3161A欠压保护动作
2630,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A不平衡保护动作,2061电容器测保ESP-3161A不平衡保护动作
2631,10kV,10kV2061电容器,2061电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2061电容器测保ESP-3161A零流Ⅱ段动作,2061电容器测保ESP-3161A零流Ⅱ段动作
2632,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061电容器测保ESP-3161APT断线,2061电容器测保ESP-3161APT断线
2633,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2061电容器测保ESP-3161A装置故障,2061电容器测保ESP-3161A装置故障
2634,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061电容器测保ESP-3161A装置异常,2061电容器测保ESP-3161A装置异常
2635,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,2061电容器测保ESP-3161A通信中断,2061电容器测保ESP-3161A通信中断
2636,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2061电容器测保ESP-3161A对时异常,2061电容器测保ESP-3161A对时异常
2637,10kV,10kV2061电容器,2061电容器保护,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,2061电容器测保ESP-3161A就地控制,2061电容器测保ESP-3161A就地控制
2638,10kV,10kV2061电容器,2061电容器保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,2061电容器ESP-3161A测保装置检修压板投入,2061电容器ESP-3161A测保装置检修压板投入
2639,10kV,10kV2062电容器,2062间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062间隔事故总,2062间隔事故总
2640,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062开关机构储能电机空开失电,2062开关机构储能电机空开失电
2641,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2062开关机构弹簧未储能,2062开关机构弹簧未储能
2642,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062开关机构交流空开失电,2062开关机构交流空开失电
2643,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062开关控制回路断线,2062开关控制回路断线
2644,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062开关机构电动手车故障,2062开关机构电动手车故障
2645,10kV,10kV2062电容器,2062开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2062开关机构直流空开失电,2062开关机构直流空开失电
2646,10kV,10kV2062电容器,2062开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2062电动操作远方控制,2062电动操作远方控制
2647,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A过流Ⅰ段保护动作,2062电容器测保ESP-3161A过流Ⅰ段保护动作
2648,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A过流Ⅱ段保护动作,2062电容器测保ESP-3161A过流Ⅱ段保护动作
2649,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A零流I段动作,2062电容器测保ESP-3161A零流I段动作
2650,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A过压保护动作,2062电容器测保ESP-3161A过压保护动作
2651,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A欠压保护动作,2062电容器测保ESP-3161A欠压保护动作
2652,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A不平衡保护动作,2062电容器测保ESP-3161A不平衡保护动作
2653,10kV,10kV2062电容器,2062电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2062电容器测保ESP-3161A零流Ⅱ段动作,2062电容器测保ESP-3161A零流Ⅱ段动作
2654,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062电容器测保ESP-3161APT断线,2062电容器测保ESP-3161APT断线
2655,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2062电容器测保ESP-3161A装置故障,2062电容器测保ESP-3161A装置故障
2656,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062电容器测保ESP-3161A装置异常,2062电容器测保ESP-3161A装置异常
2657,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,2062电容器测保ESP-3161A通信中断,2062电容器测保ESP-3161A通信中断
2658,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2062电容器测保ESP-3161A对时异常,2062电容器测保ESP-3161A对时异常
2659,10kV,10kV2062电容器,2062电容器保护,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,2062电容器测保ESP-3161A就地控制,2062电容器测保ESP-3161A就地控制
2660,10kV,10kV2062电容器,2062电容器保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,2062电容器ESP-3161A测保装置检修压板投入,2062电容器ESP-3161A测保装置检修压板投入
2661,10kV,10kV2063电容器,2063间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063间隔事故总,2063间隔事故总
2662,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063开关机构储能电机空开失电,2063开关机构储能电机空开失电
2663,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2063开关机构弹簧未储能,2063开关机构弹簧未储能
2664,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063开关机构交流空开失电,2063开关机构交流空开失电
2665,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063开关控制回路断线,2063开关控制回路断线
2666,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063开关机构电动手车故障,2063开关机构电动手车故障
2667,10kV,10kV2063电容器,2063开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2063开关机构直流空开失电,2063开关机构直流空开失电
2668,10kV,10kV2063电容器,2063开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2063电动操作远方控制,2063电动操作远方控制
2669,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A过流Ⅰ段保护动作,2063电容器测保ESP-3161A过流Ⅰ段保护动作
2670,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A过流Ⅱ段保护动作,2063电容器测保ESP-3161A过流Ⅱ段保护动作
2671,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A零流I段动作,2063电容器测保ESP-3161A零流I段动作
2672,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A过压保护动作,2063电容器测保ESP-3161A过压保护动作
2673,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A欠压保护动作,2063电容器测保ESP-3161A欠压保护动作
2674,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A不平衡保护动作,2063电容器测保ESP-3161A不平衡保护动作
2675,10kV,10kV2063电容器,2063电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2063电容器测保ESP-3161A零流Ⅱ段动作,2063电容器测保ESP-3161A零流Ⅱ段动作
2676,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063电容器测保ESP-3161APT断线,2063电容器测保ESP-3161APT断线
2677,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备故障告警,是,2063电容器测保ESP-3161A装置故障,2063电容器测保ESP-3161A装置故障
2678,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063电容器测保ESP-3161A装置异常,2063电容器测保ESP-3161A装置异常
2679,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA恢复/中断,二次设备故障告警,是,2063电容器测保ESP-3161A通信中断,2063电容器测保ESP-3161A通信中断
2680,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA复归/告警,二次设备异常告警,是,2063电容器测保ESP-3161A对时异常,2063电容器测保ESP-3161A对时异常
2681,10kV,10kV2063电容器,2063电容器保护,二次设备,告知,,,PSCADA远方/就地,一般遥信,是,2063电容器测保ESP-3161A就地控制,2063电容器测保ESP-3161A就地控制
2682,10kV,10kV2063电容器,2063电容器保护,二次设备,异常,,,PSCADA退出/投入,二次设备异常告警,是,2063电容器ESP-3161A测保装置检修压板投入,2063电容器ESP-3161A测保装置检修压板投入
2683,10kV,10kV2064电容器,2064间隔事故总,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064间隔事故总,2064间隔事故总
2684,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064开关机构储能电机空开失电,2064开关机构储能电机空开失电
2685,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA已储能/未储能,主设备异常告警,是,2064开关机构弹簧未储能,2064开关机构弹簧未储能
2686,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064开关机构交流空开失电,2064开关机构交流空开失电
2687,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064开关控制回路断线,2064开关控制回路断线
2688,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064开关机构电动手车故障,2064开关机构电动手车故障
2689,10kV,10kV2064电容器,2064开关机构,辅助设备,异常,,,PSCADA复归/告警,主设备异常告警,是,2064开关机构直流空开失电,2064开关机构直流空开失电
2690,10kV,10kV2064电容器,2064开关机构,辅助设备,告知,,,PSCADA远方/就地,一般遥信,是,2064电动操作远方控制,2064电动操作远方控制
2691,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A过流Ⅰ段保护动作,2064电容器测保ESP-3161A过流Ⅰ段保护动作
2692,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A过流Ⅱ段保护动作,2064电容器测保ESP-3161A过流Ⅱ段保护动作
2693,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A零流I段动作,2064电容器测保ESP-3161A零流I段动作
2694,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A过压保护动作,2064电容器测保ESP-3161A过压保护动作
2695,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A欠压保护动作,2064电容器测保ESP-3161A欠压保护动作
2696,10kV,10kV2064电容器,2064电容器保护,二次设备,事故,,,PSCADA复归/动作,保护事件,是,2064电容器测保ESP-3161A不平衡保护动作,2064电容器测保ESP-3161A不平衡保护动作
