主站点号,电压等级,间隔名称,设备名称,设备大类,量测类型,信息分类,越限高限值,主站端描述,厂站端描述
285,10kV,3号主变,3号主变10kV侧,负荷,零序电流,越限,,3#主变10kV接地变保护I接地变零序电流,3#主变10kV接地变保护I接地变零序电流
286,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,有功,越限,,101有功,101有功
287,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,无功,越限,,101无功,101无功
288,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,功率因数,越限,,101功率因数,101功率因数
289,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,A相电流,越限,,101A相电流,101A相电流
290,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,B相电流,越限,,101B相电流,101B相电流
291,110kV,110kV孟蔡线,110kV101孟蔡线,交流线段端点,C相电流,越限,,101C相电流,101C相电流
292,35kV,1号主变,1号主变35kV侧,变压器绕组,有功,越限,,301有功,301有功
293,35kV,1号主变,1号主变35kV侧,变压器绕组,无功,越限,,301无功,301无功
294,35kV,1号主变,1号主变35kV侧,变压器绕组,功率因数,越限,,301功率因数,301功率因数
295,35kV,1号主变,1号主变35kV侧,变压器绕组,A相电流,越限,,301A相电流,301A相电流
296,35kV,1号主变,1号主变35kV侧,变压器绕组,B相电流,越限,,301B相电流,301B相电流
297,35kV,1号主变,1号主变35kV侧,变压器绕组,C相电流,越限,,301C相电流,301C相电流
298,10kV,1号主变,1号主变10kV侧,变压器绕组,有功,越限,,201有功,201有功
299,10kV,1号主变,1号主变10kV侧,变压器绕组,无功,越限,,201无功,201无功
300,10kV,1号主变,1号主变10kV侧,变压器绕组,功率因数,越限,,201功率因数,201功率因数
301,10kV,1号主变,1号主变10kV侧,变压器绕组,A相电流,越限,,201A相电流,201A相电流
302,10kV,1号主变,1号主变10kV侧,变压器绕组,B相电流,越限,,201B相电流,201B相电流
303,10kV,1号主变,1号主变10kV侧,变压器绕组,C相电流,越限,,201C相电流,201C相电流
304,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,有功,越限,,711有功,711有功
305,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,无功,越限,,711无功,711无功
306,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,功率因数,越限,,711功率因数,711功率因数
307,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,A相电流,越限,,711A相电流,711A相电流
308,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,B相电流,越限,,711B相电流,711B相电流
309,10kV,10kV杨凤庄线,10kV711杨凤庄线,交流线段端点,C相电流,越限,,711C相电流,711C相电流
310,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,有功,越限,,712有功,712有功
311,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,无功,越限,,712无功,712无功
312,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,功率因数,越限,,712功率因数,712功率因数
313,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,A相电流,越限,,712A相电流,712A相电流
314,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,B相电流,越限,,712B相电流,712B相电流
315,10kV,10kV砖厂线,10kV712砖厂线,交流线段端点,C相电流,越限,,712C相电流,712C相电流
316,10kV,10kV顺天线,10kV713顺天线,交流线段端点,有功,越限,,713有功,713有功
317,10kV,10kV顺天线,10kV713顺天线,交流线段端点,无功,越限,,713无功,713无功
318,10kV,10kV顺天线,10kV713顺天线,交流线段端点,功率因数,越限,,713功率因数,713功率因数
319,10kV,10kV顺天线,10kV713顺天线,交流线段端点,A相电流,越限,,713A相电流,713A相电流
320,10kV,10kV顺天线,10kV713顺天线,交流线段端点,B相电流,越限,,713B相电流,713B相电流
321,10kV,10kV顺天线,10kV713顺天线,交流线段端点,C相电流,越限,,713C相电流,713C相电流
322,10kV,10kV创源线,10kV714创源线,交流线段端点,有功,越限,,714有功,714有功
323,10kV,10kV创源线,10kV714创源线,交流线段端点,无功,越限,,714无功,714无功
324,10kV,10kV创源线,10kV714创源线,交流线段端点,功率因数,越限,,714功率因数,714功率因数
325,10kV,10kV创源线,10kV714创源线,交流线段端点,A相电流,越限,,714A相电流,714A相电流
326,10kV,10kV创源线,10kV714创源线,交流线段端点,B相电流,越限,,714B相电流,714B相电流
327,10kV,10kV创源线,10kV714创源线,交流线段端点,C相电流,越限,,714C相电流,714C相电流
328,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,有功,越限,,715有功,715有功
329,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,无功,越限,,715无功,715无功
330,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,功率因数,越限,,715功率因数,715功率因数
331,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,A相电流,越限,,715A相电流,715A相电流
332,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,B相电流,越限,,715B相电流,715B相电流
333,10kV,南蔡南10kV715备用线,10kV715备用线,交流线段端点,C相电流,越限,,715C相电流,715C相电流
334,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,有功,越限,,716有功,716有功
335,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,无功,越限,,716无功,716无功
336,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,功率因数,越限,,716功率因数,716功率因数
337,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,A相电流,越限,,716A相电流,716A相电流
338,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,B相电流,越限,,716B相电流,716B相电流
339,10kV,南蔡南10kV716备用线,10kV716备用线,交流线段端点,C相电流,越限,,716C相电流,716C相电流
340,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,有功,越限,,717有功,717有功
341,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,无功,越限,,717无功,717无功
342,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,功率因数,越限,,717功率因数,717功率因数
343,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,A相电流,越限,,717A相电流,717A相电流
344,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,B相电流,越限,,717B相电流,717B相电流
345,10kV,南蔡南10kV717备用线,10kV717备用线,交流线段端点,C相电流,越限,,717C相电流,717C相电流
346,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,有功,越限,,718有功,718有功
347,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,无功,越限,,718无功,718无功
348,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,功率因数,越限,,718功率因数,718功率因数
349,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,A相电流,越限,,718A相电流,718A相电流
350,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,B相电流,越限,,718B相电流,718B相电流
351,10kV,10kV定福庄线,10kV718定福庄线,交流线段端点,C相电流,越限,,718C相电流,718C相电流
352,10kV,10kV2061电容器,10kV2061电容器,电容电抗,无功,越限,,2061无功,2061无功
353,10kV,10kV2061电容器,10kV2061电容器,电容电抗,A相电流,越限,,2061A相电流,2061A相电流
354,10kV,10kV2061电容器,10kV2061电容器,电容电抗,B相电流,越限,,2061B相电流,2061B相电流
355,10kV,10kV2061电容器,10kV2061电容器,电容电抗,C相电流,越限,,2061C相电流,2061C相电流
356,10kV,10kV2062电容器,10kV2062电容器,电容电抗,无功,越限,,2062无功,2062无功
357,10kV,10kV2062电容器,10kV2062电容器,电容电抗,A相电流,越限,,2062A相电流,2062A相电流
358,10kV,10kV2062电容器,10kV2062电容器,电容电抗,B相电流,越限,,2062B相电流,2062B相电流
359,10kV,10kV2062电容器,10kV2062电容器,电容电抗,C相电流,越限,,2062C相电流,2062C相电流
360,10kV,10kV2441分段,10kV2441分段,交流开关,A相电流,越限,,2441A相电流,2441A相电流
361,10kV,10kV2441分段,10kV2441分段,交流开关,B相电流,越限,,2441B相电流,2441B相电流
362,10kV,10kV2441分段,10kV2441分段,交流开关,C相电流,越限,,2441C相电流,2441C相电流
363,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,有功,越限,,321有功,321有功
364,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,无功,越限,,321无功,321无功
365,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,功率因数,越限,,321功率因数,321功率因数
366,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,A相电流,越限,,321A相电流,321A相电流
367,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,B相电流,越限,,321B相电流,321B相电流
368,35kV,南蔡南35kV321备用线,35kV321备用线,交流线段端点,C相电流,越限,,321C相电流,321C相电流
369,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,有功,越限,,322有功,322有功
370,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,无功,越限,,322无功,322无功
371,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,功率因数,越限,,322功率因数,322功率因数
372,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,A相电流,越限,,322A相电流,322A相电流
373,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,B相电流,越限,,322B相电流,322B相电流
374,35kV,南蔡南35kV322备用线,35kV322备用线,交流线段端点,C相电流,越限,,322C相电流,322C相电流
375,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,有功,越限,,323有功,323有功
376,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,无功,越限,,323无功,323无功
377,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,功率因数,越限,,323功率因数,323功率因数
378,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,A相电流,越限,,323A相电流,323A相电流
379,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,B相电流,越限,,323B相电流,323B相电流
380,35kV,南蔡南35kV323备用线,35kV323备用线,交流线段端点,C相电流,越限,,323C相电流,323C相电流
381,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,有功,越限,,324有功,324有功
382,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,无功,越限,,324无功,324无功
383,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,功率因数,越限,,324功率因数,324功率因数
384,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,A相电流,越限,,324A相电流,324A相电流
385,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,B相电流,越限,,324B相电流,324B相电流
386,35kV,南蔡南35kV324备用线,35kV324备用线,交流线段端点,C相电流,越限,,324C相电流,324C相电流
387,35kV,35kV3441分段,35kV3441分段,交流开关,A相电流,越限,,3441A相电流,3441A相电流
388,35kV,35kV3441分段,35kV3441分段,交流开关,B相电流,越限,,3441B相电流,3441B相电流
389,35kV,35kV3441分段,35kV3441分段,交流开关,C相电流,越限,,3441C相电流,3441C相电流
390,10kV,10kV41母线,10kV41母线,交流母线,A相电压,越限,,10kV-41母线A相电压,10kV-41母线A相电压
391,10kV,10kV41母线,10kV41母线,交流母线,B相电压,越限,,10kV-41母线B相电压,10kV-41母线B相电压
392,10kV,10kV41母线,10kV41母线,交流母线,C相电压,越限,,10kV-41母线C相电压,10kV-41母线C相电压
393,10kV,10kV41母线,10kV41母线,交流母线,AB线电压,越限,,10kV-41母线AB线电压,10kV-41母线AB线电压
394,10kV,10kV41母线,10kV41母线,交流母线,BC线电压,越限,,10kV-41母线BC线电压,10kV-41母线BC线电压
395,10kV,10kV41母线,10kV41母线,交流母线,CA线电压,越限,,10kV-41母线CA线电压,10kV-41母线CA线电压
396,10kV,10kV41母线,10kV41母线,交流母线,零序电压,越限,,24-91零序电压,24-91零序电压
397,35kV,35kV41母线,35kV41母线,交流母线,A相电压,越限,,35kV-41母线A相电压,35kV-41母线A相电压
398,35kV,35kV41母线,35kV41母线,交流母线,B相电压,越限,,35kV-41母线B相电压,35kV-41母线B相电压
399,35kV,35kV41母线,35kV41母线,交流母线,C相电压,越限,,35kV-41母线C相电压,35kV-41母线C相电压
400,35kV,35kV41母线,35kV41母线,交流母线,AB线电压,越限,,35kV-41母线AB线电压,35kV-41母线AB线电压
401,35kV,35kV41母线,35kV41母线,交流母线,BC线电压,越限,,35kV-41母线BC线电压,35kV-41母线BC线电压
402,35kV,35kV41母线,35kV41母线,交流母线,CA线电压,越限,,35kV-41母线CA线电压,35kV-41母线CA线电压
403,35kV,35kV41母线,35kV41母线,交流母线,零序电压,越限,,34-9零序电压,34-9零序电压
404,110kV,1号主变,1号主变110kV侧,变压器绕组,A相电压,越限,,1#主变高压侧A相电压,1#主变高压侧A相电压
405,110kV,1号主变,1号主变110kV侧,变压器绕组,B相电压,越限,,1#主变高压侧B相电压,1#主变高压侧B相电压
406,110kV,1号主变,1号主变110kV侧,变压器绕组,C相电压,越限,,1#主变高压侧C相电压,1#主变高压侧C相电压
407,110kV,1号主变,1号主变110kV侧,变压器绕组,AB线电压,越限,,1#主变高压侧AB线电压,1#主变高压侧AB线电压
408,110kV,1号主变,1号主变110kV侧,变压器绕组,BC线电压,越限,,1#主变高压侧BC线电压,1#主变高压侧BC线电压
409,110kV,1号主变,1号主变110kV侧,变压器绕组,CA线电压,越限,,1#主变高压侧CA线电压,1#主变高压侧CA线电压
410,110kV,1号主变,1号主变110kV侧,变压器绕组,档位,越限,,1#主变分接开关档位,1#主变分接开关档位
411,110kV,1号主变,1号主变机构,辅助设备,,越限,,1#主变油温1,1#主变油温1
412,110kV,1号主变,1号主变机构,辅助设备,,越限,,1#主变油温2,1#主变油温2
413,110kV,1号主变,1号主变机构,辅助设备,,越限,,1#主变绕组温度,1#主变绕组温度
414,10kV,1号主变,1号主变10kV侧,负荷,零序电流,越限,,1#主变10kV接地变保护A接地变零序电流,1#主变10kV接地变保护A接地变零序电流
415,35kV,消弧线圈,1号消弧线圈,辅助设备,,越限,,35kV1-0消弧线圈消弧线圈位移电压,35kV1-0消弧线圈消弧线圈位移电压
416,35kV,消弧线圈,1号消弧线圈,辅助设备,,越限,,35kV1-0消弧线圈消弧线圈电容电流,35kV1-0消弧线圈消弧线圈电容电流
417,35kV,消弧线圈,1号消弧线圈,辅助设备,,越限,,35kV1-0消弧线圈消弧线圈残流,35kV1-0消弧线圈消弧线圈残流
418,35kV,消弧线圈,1号消弧线圈,辅助设备,,越限,,35kV1-0消弧线圈消弧线圈档位,35kV1-0消弧线圈消弧线圈档位
419,35kV,消弧线圈,1号消弧线圈,辅助设备,,越限,,35kV1-0消弧线圈消弧脱谐度,35kV1-0消弧线圈消弧脱谐度
420,10kV,10kV42母线,10kV42母线,交流母线,零序电压,越限,,24-92零序电压,24-92零序电压
421,35kV,35kV42母线,35kV42母线,交流母线,零序电压,越限,,34-92零序电压,34-92零序电压
422,380V,交直流间隔,直流系统,辅助设备,,,,蓄电池组运行状（0浮充 1均充 2放电）,蓄电池组运行状（0浮充 1均充 2放电）
